corpus,sample_bucket_primary,doc_id,chunk_id,sentence_text,a_raw_text,a_class,d_surface,d_class,i_phrase_text,c_texts,b_text,o_local_present,o_local_text,statement_type_candidate,iad_rule_type_primary,iad_rule_type_hits,iad_rule_type_n_hits,iad_boundary,iad_position,iad_choice,iad_information,iad_scope,iad_aggregation,iad_payoff,manual_keep_as_rule,manual_primary_rule_type,manual_secondary_rule_types,manual_agrees_with_model,manual_confidence,manual_notes,manual_reviewer
Education-in-title,payoff,0266d2fe4fd54289,0266d2fe4fd54289_00002,"The State Secretariat for Digitalisation and Artificial Intelligence shall not be liable, under any circumstances, for the information provided by the members of the Pact for publication on the portal.",The State Secretariat for Digitalisation and,explicit,shall,prohibition,be,under any circumstances|for the information provided by the members of the Pact for publication on the portal,,True,"The State Secretariat for Digitalisation and Artificial Intelligence shall not be liable, under any circumstances, for the information provided by the members of the Pact for publication on the portal.",rule_candidate,payoff,choice|information|payoff,3,0,0,1,1,0,0,1,,,,,,,
Education-in-title,payoff,2f873685559b79f9,2f873685559b79f9_00018,"In any case, the entity must inform the granting body of any other aid, subsidies, income, or resources that finance the subsidized activities as soon as it becomes aware of them, and in any case, before submitting the required documentation for the funds received.",the entity,explicit,must,obligation,"inform the granting body of any other aid , subsidies , income , or resources that finance the subsidized activities as soon",In any case,,True,"Failure to do so may result in corresponding reductions in the amount of the aid granted, or, where applicable, its repayment.",rule_candidate,payoff,choice|information|payoff|position,4,0,1,1,1,0,0,1,,,,,,,
Education-in-title,payoff,59bfba21c0b6533e,59bfba21c0b6533e_00046,It will ensure that the necessary human resources are made available to increase the number of tests that the authorities can carry out annually.,the authorities,explicit,can,permission,carry out,,,True,The Government will evaluate the existing sanction scheme and ensure the introduction of dissuasive sanctions.,rule_candidate,payoff,choice|information|payoff|position,4,0,1,1,1,0,0,1,,,,,,,
Education-in-title,payoff,2f873685559b79f9,2f873685559b79f9_00040,"Without prejudice to the provisions of Article 37 of Law 38/2003, General Law on Subsidies, the following breaches shall be considered grounds for full repayment of the aid: a)","General Law on Subsidies , the following breaches",explicit,shall,obligation,considered,Without prejudice to the provisions of Article 37 of Law 38/2003,,True,"Resistance, excuse, obstruction or refusal to the verification and financial control actions provided for by this order, as well as non-compliance with accounting, registration or document preservation obligations when this results in the impossibility of verifying the use given to the funds received, the fulfillment of the objective, the reality and regularity of the subsidized activities, or the concurrence of subsidies, aid, income or resources for the same costs, from any national, European Union or international public or private administrations or entities, without prejudice to the provisions of article 14 of this order. c) The verification, through the mechanisms of monitoring, control and verification of the aid, that the deliverables, products, services or activities justified, correspond in their entirety",rule_candidate,payoff,choice|information|payoff|scope,4,0,0,1,1,1,0,1,,,,,,,
Education-in-title,payoff,59bfba21c0b6533e,59bfba21c0b6533e_00046,"1) Equal opportunities as a cross-cutting instrument in the fight against TO FIGHT ENSURING EQUAL RIGHTS AND EFFECTIVELY COMBATING DISCRIMINATION 45 The Government will also examine to what extent a revision of the existing legislation is necessary to ensure that the inspectorate can proactively use other means than the current ones (declaration, notification, complaint) to assess a risk or suspicion of discrimination, including in the field of employment and housing, by carrying out blind practical tests.",the inspectorate,explicit,can,permission,"use other means than the current ones ( declaration , notification , complaint )",,,True,The Government will evaluate the existing sanction scheme and ensure the introduction of dissuasive sanctions.,rule_candidate,payoff,choice|information|payoff,3,0,0,1,1,0,0,1,,,,,,,
Education-in-title,payoff,2f873685559b79f9,2f873685559b79f9_00060,"If the beneficiary fails to demonstrate compliance with any of the requirements set forth in Article 34.5 of Law 38/2003, of November 17, General Law on Subsidies, they will be required to submit the relevant supporting documentation within a maximum period of ten business days.",,implicit,required,obligation,submit the relevant supporting documentation,"If the beneficiary fails to demonstrate compliance with any of the requirements set forth in Article 34.5 of Law 38/2003 , of November 17 , General Law on Subsidies|within a maximum period of ten business days",,True,Failure to submit the documentation or submission after the deadline will result in the initiation of proceedings to revoke their entitlement to the aid.,rule_candidate,payoff,choice|information|payoff,3,0,0,1,1,0,0,1,,,,,,,
Education-in-title,payoff,59bfba21c0b6533e,59bfba21c0b6533e_00108,"In this context, several useful measures can be taken: – support zero waste initiatives and food waste in schools to counteract.",several useful measures – support zero waste initiatives and food waste in schools to counteract,explicit,can,permission,taken,In this context,,True,The Government will better monitor and sanction the ban on plastic bags by carrying out more inspections on site.,rule_candidate,payoff,choice|information|payoff|position,4,0,1,1,1,0,0,1,,,,,,,
Education-in-title,scope,5356c3a4c58cd2eb,5356c3a4c58cd2eb_00065,"It can be shown that Note that while numerical targets specific to machine learning (e.g., accuracy of XX% or higher) are not set at the stage of setting external quality, for the external quality of ""risk aversion,"" it may be possible to set numerical targets required for machine learning elements (e.g., the occurrence rate of misjudgments that lead to danger) in the process of setting the level of external quality (2.2.3).",It,explicit,can,permission,shown,,,True,"It can be shown that Note that while numerical targets specific to machine learning (e.g., accuracy of XX% or higher) are not set at the stage of setting external quality, for the external quality of ""risk aversion,"" it may be possible to set numerical targets required for machine learning elements (e.g., the occurrence rate of misjudgments that lead to danger) in the process of setting the level of external quality (2.2.3).",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-in-title,scope,59bfba21c0b6533e,59bfba21c0b6533e_00117,"They relate to each other in a framework of mutual autonomy and cooperation, which should result in a full partnership and which should aim to improve the quality of services provided to Brussels residents.",which,explicit,should,obligation,result,in a full partnership,services,True,"They relate to each other in a framework of mutual autonomy and cooperation, which should result in a full partnership and which should aim to improve the quality of services provided to Brussels residents.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-in-title,scope,5356c3a4c58cd2eb,5356c3a4c58cd2eb_00096,"3.3.4 Anomaly detection and diagnosis 70 The use case ""Abnormality detection and diagnosis"" is a system that uses machine learning to detect abnormalities that may become apparent in the short-term future, from a few days to a few tens of minutes, in advance, with the aim of avoiding sudden plant shutdowns due to abnormalities.",that,explicit,may,permission,become,in advance|with the aim of avoiding sudden plant shutdowns due to abnormalities,system,True,"When a sudden shutdown occurs, even if it does not lead to an accident, it requires a large cost to restart the plant.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-in-title,scope,1fda09b5e2732a41,1fda09b5e2732a41_00014,"I May 1, 2019Royal Gazette A good country must be for the benefit of the people, result in mission success, efficiency, mission value, honesty, reduce work procedures, and decentralize decision-making power.","I May 1 , 2019Royal Gazette A good country",explicit,must,obligation,be,for the benefit of the people,,True,"I May 1, 2019Royal Gazette A good country must be for the benefit of the people, result in mission success, efficiency, mission value, honesty, reduce work procedures, and decentralize decision-making power.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-in-title,scope,59bfba21c0b6533e,59bfba21c0b6533e_00031,"During the previous legislature, the Government developed priority policy lines in – provide universal access to health care; TACKLING INEQUALITY Machine Translated by Google In order to better meet the needs of the population, the policy pursued must be more coherent.",the policy pursued,explicit,must,obligation,be,,,True,"Based on the policy and plans that exist within the various competent entities, the Government will organise a Brussels States General for health and welfare, which must result in an integrated welfare and health plan that focuses, among other things, on the Brussels first line for welfare and health.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
